BLOCK,LATITUDE,LONGITUDE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT
1723 - 1799 BLOCK OF MONTELLO AVENUE NE,38.90991535,-76.98518168,5,5D,5.0,506.0,Cluster 23,008804 2,8804.0,Precinct 76
1724 - 1799 BLOCK OF 17TH STREET NW,38.91372102,-77.03847929,2,2B,3.0,301.0,Cluster 6,005302 1,5302.0,Precinct 15
1724 - 1799 BLOCK OF NORTH CAPITOL STREET,38.91371448,-77.00904883,5,5E,3.0,308.0,Cluster 21,003302 2,3302.0,Precinct 19
1726 - 1799 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.91372379,-77.03961377,2,2B,3.0,301.0,Cluster 6,005302 1,5302.0,Precinct 15
1726 - 1799 BLOCK OF TRINIDAD AVENUE NE,38.9087228,-76.98240871,5,5D,5.0,506.0,Cluster 23,008804 2,8804.0,Precinct 78
1730 - 1763 BLOCK OF STANTON TERRACE SE,38.8493766,-76.97965358,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1730 - 1797 BLOCK OF LANIER PLACE NW,38.92431041,-77.04236049,1,1C,3.0,303.0,Cluster 1,003901 2,3901.0,Precinct 35
1730 - 1799 BLOCK OF L STREET NE,38.90371405,-76.97853396,5,5D,5.0,507.0,Cluster 23,008903 2,8903.0,Precinct 78
1731 - 1785 BLOCK OF FLORIDA AVENUE NW,38.91726122,-77.04082372,1,1C,3.0,303.0,Cluster 1,003801 2,3801.0,Precinct 24
1732 - 1736 BLOCK OF COLUMBIA ROAD NW,38.92428891,-77.04024052,1,1C,3.0,303.0,Cluster 1,003802 2,3802.0,Precinct 35
1732 - 1799 BLOCK OF PARK ROAD NW,38.93237068,-77.04059432,1,1D,3.0,302.0,Cluster 2,002703 2,2703.0,Precinct 40
1733 - 1799 BLOCK OF 40TH STREET SE,38.864449,-76.94727004,7,7B,6.0,605.0,Cluster 34,009902 2,9902.0,Precinct 110
1734 - 1769 BLOCK OF EUCLID STREET NW,38.92309637,-77.0408048,1,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24
1737 - 1776 BLOCK OF COLUMBIA ROAD NW,38.92386989,-77.04087559,1,1C,3.0,303.0,Cluster 1,003901 2,3901.0,Precinct 35
1738 - 1898 BLOCK OF WISCONSIN AVENUE NW,38.91523189,-77.06749469,2,2E,2.0,206.0,Cluster 4,000102 1,102.0,Precinct 5
1740 - 1799 BLOCK OF KALORAMA ROAD NW,38.91975179,-77.04122909,1,1C,3.0,303.0,Cluster 1,003801 2,3801.0,Precinct 24
1745 - 1821 BLOCK OF HARVARD STREET NW,38.92718561,-77.04155284,1,1D,3.0,302.0,Cluster 2,002702 4,2702.0,Precinct 39
1750 - 1799 BLOCK OF 2ND STREET NE,38.91370604,-77.00350467,5,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75
1750 - 1799 BLOCK OF REDWOOD TERRACE NW,38.99134492,-77.04060911,4,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62
1756 - 1817 BLOCK OF E STREET NE,38.89611237,-76.97868184,7,7D,5.0,507.0,Cluster 25,007901 1,7901.0,Precinct 81
1761 - 1780 BLOCK OF COLUMBIA ROAD NW,38.92328845,-77.0417578,1,1C,3.0,303.0,Cluster 1,003901 2,3901.0,Precinct 35
1770 - 1799 BLOCK OF EUCLID STREET NW,38.92306406,-77.04173933,1,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24
1776 - 1799 BLOCK OF FLORIDA AVENUE NW,38.91688725,-77.0414343,2,2B,3.0,301.0,Cluster 6,004201 2,4201.0,Precinct 141
1781 - 1799 BLOCK OF COLUMBIA ROAD NW,38.922857,-77.04238811,1,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24
17TH STREET NE AND C STREET NE,38.89329978,-76.98076348,7,7D,1.0,108.0,Cluster 25,008002 2,8002.0,Precinct 86
17TH STREET NE AND EVARTS STREET NE,38.9245082,-76.98076194,5,5C,5.0,505.0,Cluster 22,009102 1,9102.0,Precinct 72
17TH STREET NW AND D STREET NW,38.89433998,-77.03946796,2,2A,2.0,207.0,Cluster 45,010800 4,10800.0,Precinct 2
17TH STREET NW AND K STREET NW,38.9025231,-77.03944583,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
17TH STREET NW AND LAMONT STREET NW,38.93138108,-77.0388505,1,1D,3.0,302.0,Cluster 2,002702 1,2702.0,Precinct 40
17TH STREET NW AND MASSACHUSETTS AVENUE NW,38.90792512,-77.03849525,2,2B,2.0,208.0,Cluster 6,005303 3,5303.0,Precinct 15
17TH STREET NW AND RHODE ISLAND AVENUE NW,38.90655362,-77.03849882,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 17
17TH STREET NW AND SWANN STREET NW,38.91493489,-77.03847683,2,2B,3.0,301.0,Cluster 6,004201 1,4201.0,Precinct 141
17TH STREET SE AND G STREET SE,38.88126396,-76.98075343,6,6B,1.0,107.0,Cluster 26,006804 1,6804.0,Precinct 87
1800 - 1801 BLOCK OF 11TH STREET NW,38.91428428,-77.02703511,1,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 137
1800 - 1803 BLOCK OF PENNSYLVANIA AVENUE NW,38.89964207,-77.04184609,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1800 - 1805 BLOCK OF CONNECTICUT AVENUE NW,38.91422895,-77.04610007,2,2B,2.0,208.0,Cluster 6,004202 2,4202.0,Precinct 14
1800 - 1809 BLOCK OF CAPITOL AVENUE NE,38.91086692,-76.98603965,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1809 BLOCK OF MINNESOTA AVENUE SE,38.86941083,-76.97886958,8,8A,6.0,607.0,Cluster 34,007601 3,7601.0,Precinct 133
1800 - 1810 BLOCK OF COLUMBIA ROAD NW,38.9224915,-77.04294961,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1800 - 1814 BLOCK OF BRYANT STREET NE,38.92129112,-76.9785462,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1800 - 1815 BLOCK OF ERIE STREET SE,38.85730042,-76.97852218,8,8A,7.0,701.0,Cluster 28,007504 1,7504.0,Precinct 114
1800 - 1817 BLOCK OF 13TH STREET SE,38.86790442,-76.98704386,8,8A,6.0,607.0,Cluster 34,007601 5,7601.0,Precinct 140
1800 - 1818 BLOCK OF SHEPHERD STREET NE,38.93965026,-76.97969667,5,5B,5.0,503.0,Cluster 24,009400 4,9400.0,Precinct 69
1800 - 1819 BLOCK OF 18TH STREET NW,38.91446285,-77.04166039,2,2B,2.0,208.0,Cluster 6,004202 2,4202.0,Precinct 14
1800 - 1819 BLOCK OF C STREET NE,38.89330057,-76.9785605,7,7D,5.0,507.0,Cluster 25,007901 2,7901.0,Precinct 81
1800 - 1819 BLOCK OF TOBIAS DRIVE SE,38.85002902,-76.97931815,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1800 - 1820 BLOCK OF 15TH STREET NW,38.91445976,-77.03454259,2,2B,3.0,301.0,Cluster 3,004300 1,4300.0,Precinct 141
1800 - 1820 BLOCK OF 1ST STREET NW,38.91445568,-77.01215341,5,5E,3.0,308.0,Cluster 21,003302 1,3302.0,Precinct 19
1800 - 1821 BLOCK OF 17TH STREET NW,38.91451285,-77.03847683,2,2B,3.0,301.0,Cluster 6,004201 1,4201.0,Precinct 141
1800 - 1821 BLOCK OF 2ND STREET NE,38.91444779,-77.00350736,5,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75
1800 - 1822 BLOCK OF 3RD STREET NE,38.9144517,-77.00203595,5,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75
1800 - 1822 BLOCK OF D STREET NE,38.89477821,-76.97855925,7,7D,5.0,507.0,Cluster 25,007901 2,7901.0,Precinct 81
1800 - 1823 BLOCK OF 14TH STREET NW,38.91446221,-77.03195329,2,2F,3.0,301.0,Cluster 3,004300 4,4300.0,Precinct 141
1800 - 1824 BLOCK OF 10TH STREET NW,38.91445441,-77.02598878,1,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137
1800 - 1824 BLOCK OF FREDERICK DOUGLASS PLACE SE,38.85065685,-76.97658365,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1800 - 1825 BLOCK OF M STREET NE,38.90562761,-76.97760818,5,5D,5.0,507.0,Cluster 23,008903 2,8903.0,Precinct 78
1800 - 1826 BLOCK OF IRVING STREET NW,38.92881506,-77.04173197,1,1D,3.0,302.0,Cluster 2,002702 4,2702.0,Precinct 39
1800 - 1827 BLOCK OF 9TH STREET NW,38.91445782,-77.02396724,1,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137
1800 - 1829 BLOCK OF 4TH STREET NE,38.91446108,-77.00056592,5,5F,5.0,502.0,Cluster 21,008702 3,8702.0,Precinct 75
1800 - 1834 BLOCK OF 2ND STREET NW,38.91453616,-77.01421866,5,5E,3.0,308.0,Cluster 21,003400 3,3400.0,Precinct 19
1800 - 1838 BLOCK OF 5TH STREET NW,38.91454324,-77.01892889,2,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21
1800 - 1839 BLOCK OF MONTANA AVENUE NE,38.91969462,-76.97879634,5,5C,5.0,505.0,Cluster 22,009102 3,9102.0,Precinct 72
1800 - 1841 BLOCK OF 6TH STREET NW,38.91477603,-77.01989925,2,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21
1800 - 1849 BLOCK OF PLYMOUTH STREET NW,38.98581738,-77.0436683,4,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62
1800 - 1849 BLOCK OF RANDOLPH STREET NE,38.93830537,-76.97944907,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 69
1800 - 1853 BLOCK OF TUBMAN ROAD SE,38.84908969,-76.97870971,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1800 - 1858 BLOCK OF ADAMS STREET NE,38.92022769,-76.9785486,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1800 - 1869 BLOCK OF BENNING ROAD NE,38.89899455,-76.97698994,5,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79
1800 - 1881 BLOCK OF KALORAMA ROAD NW,38.91965808,-77.04305087,1,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25
1800 - 1897 BLOCK OF BRUCE PLACE SE,38.85106694,-76.97863332,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1800 - 1897 BLOCK OF MICHIGAN AVENUE NE,38.94474257,-76.97923784,5,5B,5.0,503.0,Cluster 20,009400 1,9400.0,Precinct 69
1800 - 1897 BLOCK OF MONTANA AVENUE NE,38.91851553,-76.97836404,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1800 - 1898 BLOCK OF WEST VIRGINIA AVENUE NE,38.91088646,-76.9852872,5,5D,5.0,506.0,Cluster 23,008804 2,8804.0,Precinct 76
1800 - 1899 BLOCK OF 12TH STREET NW,38.91483309,-77.0280801,1,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 137
1800 - 1899 BLOCK OF 13TH STREET NW,38.91483091,-77.02962278,1,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 137
1800 - 1899 BLOCK OF 17TH STREET SE,38.86774826,-76.98077727,8,8A,6.0,607.0,Cluster 34,007605 2,7605.0,Precinct 112
1800 - 1899 BLOCK OF 18TH STREET SE,38.8677489,-76.97900587,8,8A,6.0,607.0,Cluster 34,007605 2,7605.0,Precinct 112
1800 - 1899 BLOCK OF 20TH STREET NW,38.91460264,-77.04487542,2,2B,2.0,208.0,Cluster 6,004202 2,4202.0,Precinct 14
1800 - 1899 BLOCK OF 24TH PLACE SE,38.86776743,-76.97218709,8,8A,6.0,607.0,Cluster 34,007605 4,7605.0,Precinct 112
1800 - 1899 BLOCK OF 24TH STREET NE,38.91481837,-76.97216124,5,5C,5.0,503.0,Cluster 23,011100 3,11100.0,Precinct 72
1800 - 1899 BLOCK OF 28TH PLACE SE,38.8681277,-76.9667544,7,7B,6.0,607.0,Cluster 34,007604 2,7604.0,Precinct 111
1800 - 1899 BLOCK OF 29TH STREET SE,38.86806831,-76.96579525,7,7B,6.0,607.0,Cluster 34,007604 2,7604.0,Precinct 111
1800 - 1899 BLOCK OF 35TH STREET NW,38.91501857,-77.06934573,2,2E,2.0,206.0,Cluster 4,000202 1,202.0,Precinct 6
1800 - 1899 BLOCK OF 37TH STREET NW,38.9149318,-77.07278811,2,2E,2.0,206.0,Cluster 4,000300 3,300.0,Precinct 6
1800 - 1899 BLOCK OF 4TH STREET NW,38.91505833,-77.01719781,1,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 20
1800 - 1899 BLOCK OF 7TH STREET NW,38.91483008,-77.02191815,1,1B,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 137
1800 - 1899 BLOCK OF 8TH STREET NW,38.91483007,-77.02294357,1,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137
1800 - 1899 BLOCK OF ADAMS MILL ROAD NW,38.92300898,-77.04285247,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1800 - 1899 BLOCK OF ANACOSTIA DRIVE SE,38.87315333,-76.98430866,8,8A,6.0,607.0,Cluster 34,007601 5,7601.0,Precinct 140
1800 - 1899 BLOCK OF BAY STREET SE,38.88685016,-76.97812872,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
1800 - 1899 BLOCK OF BELMONT ROAD NW,38.92057768,-77.04297463,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1800 - 1899 BLOCK OF BILTMORE STREET NW,38.92232908,-77.04392948,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1800 - 1899 BLOCK OF BLADENSBURG ROAD NE,38.91495482,-76.97440712,5,5C,5.0,503.0,Cluster 23,011100 3,11100.0,Precinct 72
1800 - 1899 BLOCK OF C STREET SE,38.88534701,-76.97813515,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
1800 - 1899 BLOCK OF CALIFORNIA STREET NW,38.91781916,-77.04295152,1,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25
1800 - 1899 BLOCK OF CENTRAL PLACE NE,38.91251962,-76.98559023,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1899 BLOCK OF CHANNING STREET NE,38.92236572,-76.97800434,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1800 - 1899 BLOCK OF CORCORAN STREET NE,38.91192563,-76.9872689,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1899 BLOCK OF E STREET NE,38.8961096,-76.97781589,7,7D,5.0,507.0,Cluster 25,007901 2,7901.0,Precinct 81
1800 - 1899 BLOCK OF E STREET SE,38.88283654,-76.97812982,6,6B,1.0,107.0,Cluster 26,006804 1,6804.0,Precinct 87
1800 - 1899 BLOCK OF EAST CAPITOL STREET,38.88980011,-76.97812481,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
1800 - 1899 BLOCK OF EDWIN STREET NE,38.91947453,-76.97820542,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1800 - 1899 BLOCK OF FLORIDA AVENUE NW,38.91633788,-77.04254901,1,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25
1800 - 1899 BLOCK OF GALES STREET NE,38.89770625,-76.97737388,7,7D,5.0,507.0,Cluster 25,007901 1,7901.0,Precinct 81
1800 - 1899 BLOCK OF H STREET NE,38.9001957,-76.97685467,5,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79
1800 - 1899 BLOCK OF HALF STREET SW,38.86776372,-77.01069322,6,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127
1800 - 1899 BLOCK OF I STREET NE,38.90170081,-76.9768581,5,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79
1800 - 1899 BLOCK OF INDEPENDENCE AVENUE SE,38.88758846,-76.97812572,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
1800 - 1899 BLOCK OF JEFFERSON PLACE NW,38.90645331,-77.04251959,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 17
1800 - 1899 BLOCK OF K STREET NW,38.90252502,-77.04257432,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1800 - 1899 BLOCK OF KALORAMA SQUARE NW,38.9147117,-77.04877916,2,2D,2.0,208.0,Cluster 1,004100 1,4100.0,Precinct 13
1800 - 1899 BLOCK OF KENDALL STREET NE,38.91204777,-76.98639121,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1899 BLOCK OF KENYON STREET NW,38.92969409,-77.04198748,1,1D,3.0,302.0,Cluster 2,002702 2,2702.0,Precinct 39
1800 - 1899 BLOCK OF KILBOURNE PLACE NW,38.9305766,-77.04235325,1,1D,3.0,302.0,Cluster 2,002702 2,2702.0,Precinct 39
1800 - 1899 BLOCK OF L STREET NE,38.90371469,-76.97714889,5,5D,5.0,507.0,Cluster 23,008903 2,8903.0,Precinct 78
1800 - 1899 BLOCK OF L STREET NW,38.90374286,-77.04256478,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1800 - 1899 BLOCK OF LAMONT STREET NW,38.9314544,-77.04274152,1,1D,3.0,302.0,Cluster 2,002702 2,2702.0,Precinct 39
1800 - 1899 BLOCK OF M STREET NW,38.90565389,-77.04256765,2,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17
1800 - 1899 BLOCK OF MASSACHUSETTS AVENUE NW,38.90920998,-77.04219621,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 14
1800 - 1899 BLOCK OF MASSACHUSETTS AVENUE SE,38.88489731,-76.97818809,7,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87
1800 - 1899 BLOCK OF MINNESOTA AVENUE SE,38.86981921,-76.97804785,8,8A,6.0,607.0,Cluster 34,007601 3,7601.0,Precinct 140
1800 - 1899 BLOCK OF MINTWOOD PLACE NW,38.92139677,-77.04475146,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1800 - 1899 BLOCK OF MONROE STREET NW,38.93328723,-77.04273893,1,1D,3.0,302.0,Cluster 2,002703 2,2703.0,Precinct 40
1800 - 1899 BLOCK OF N STREET NW,38.90724254,-77.04275434,2,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 14
1800 - 1899 BLOCK OF NEWTON STREET NW,38.93417041,-77.04273842,1,1D,3.0,302.0,Cluster 2,002704 1,2704.0,Precinct 40
1800 - 1899 BLOCK OF ONTARIO PLACE NW,38.92473551,-77.04359722,1,1C,3.0,303.0,Cluster 1,003902 2,3902.0,Precinct 35
1800 - 1899 BLOCK OF P STREET NW,38.90964294,-77.04215969,2,2B,2.0,208.0,Cluster 6,005303 2,5303.0,Precinct 14
1800 - 1899 BLOCK OF PARK ROAD NW,38.93236792,-77.04279063,1,1D,3.0,302.0,Cluster 2,002703 2,2703.0,Precinct 40
1800 - 1899 BLOCK OF PERRY STREET NE,38.93643627,-76.97862907,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 69
1800 - 1899 BLOCK OF POTOMAC AVENUE SE,38.88332726,-76.97813129,7,7D,1.0,107.0,Cluster 26,006802 2,6802.0,Precinct 87
1800 - 1899 BLOCK OF PROVIDENCE STREET NE,38.91299813,-76.98478347,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1899 BLOCK OF Q STREET SE,38.87074324,-76.97818389,8,8A,6.0,607.0,Cluster 34,007601 3,7601.0,Precinct 140
1800 - 1899 BLOCK OF R STREET NW,38.91260735,-77.04254828,2,2B,2.0,208.0,Cluster 6,004202 1,4202.0,Precinct 14
1800 - 1899 BLOCK OF REDBUD LANE NW,38.99262825,-77.04308839,4,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62
1800 - 1899 BLOCK OF REDWOOD TERRACE NW,38.98966692,-77.04174961,4,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62
1800 - 1899 BLOCK OF RIGGS PLACE NW,38.9133645,-77.04254597,2,2B,2.0,208.0,Cluster 6,004202 1,4202.0,Precinct 14
1800 - 1899 BLOCK OF S STREET NW,38.91408976,-77.04254548,2,2B,2.0,208.0,Cluster 6,004202 1,4202.0,Precinct 14
1800 - 1899 BLOCK OF S STREET SE,38.86823278,-76.97818096,8,8A,6.0,607.0,Cluster 34,007605 1,7605.0,Precinct 112
1800 - 1899 BLOCK OF SAVANNAH STREET SE,38.84630849,-76.97776684,8,8C,7.0,704.0,Cluster 38,007403 1,7403.0,Precinct 116
1800 - 1899 BLOCK OF SUDBURY ROAD NW,38.98792081,-77.04504752,4,4A,4.0,401.0,Cluster 16,001600 4,1600.0,Precinct 62
1800 - 1899 BLOCK OF SUMMIT PLACE NW,38.92630676,-77.04232235,1,1C,3.0,303.0,Cluster 1,003902 1,3902.0,Precinct 35
1800 - 1899 BLOCK OF SWANN STREET NW,38.91483511,-77.04254269,2,2B,2.0,208.0,Cluster 6,004202 2,4202.0,Precinct 14
1800 - 1899 BLOCK OF T STREET NW,38.91557407,-77.04254083,2,2B,2.0,208.0,Cluster 6,004202 2,4202.0,Precinct 14
1800 - 1899 BLOCK OF UPSHUR STREET NW,38.94183331,-77.04250274,4,4E,4.0,404.0,Cluster 18,002600 1,2600.0,Precinct 47
1800 - 1899 BLOCK OF VARNUM STREET NE,38.94285985,-76.97934682,5,5B,5.0,503.0,Cluster 20,009400 1,9400.0,Precinct 69
1800 - 1899 BLOCK OF VARNUM STREET NW,38.94294415,-77.04217915,4,4E,4.0,404.0,Cluster 18,002600 2,2600.0,Precinct 48
1800 - 1899 BLOCK OF VERNON STREET NW,38.91698649,-77.04277194,1,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25
1800 - 1899 BLOCK OF WILTBERGER STREET NW,38.91483063,-77.02087279,2,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21
1800 - 1899 BLOCK OF WYOMING AVENUE NW,38.91873955,-77.04316852,1,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25
1800 - 1903 BLOCK OF QUINCY STREET NW,38.93794829,-77.04279478,4,4E,4.0,404.0,Cluster 18,002600 1,2600.0,Precinct 47
1800 - 1916 BLOCK OF MISSISSIPPI AVENUE SE,38.84372393,-76.97688104,8,8E,7.0,704.0,Cluster 38,007409 3,7409.0,Precinct 116
1800 - 1932 BLOCK OF GOOD HOPE ROAD SE,38.86543068,-76.97808987,8,8A,7.0,701.0,Cluster 28,007504 2,7504.0,Precinct 114
1800 - 1932 BLOCK OF MARION BARRY AVENUE SE,38.86543068,-76.97808987,8,8A,7.0,701.0,Cluster 28,007504 2,7504.0,Precinct 114
1800 - 1999 BLOCK OF 16TH STREET NE,38.91556858,-76.98060523,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1800 - 1999 BLOCK OF FOXHALL ROAD NW,38.91496857,-77.08760234,3,3D,2.0,205.0,Cluster 13,000802 1,802.0,Precinct 7
1800 - 1999 BLOCK OF FRANKLIN STREET NE,38.9255735,-76.97760918,5,5C,5.0,505.0,Cluster 22,011100 2,11100.0,Precinct 72
1800 - 1999 BLOCK OF INGLESIDE TERRACE NW,38.93507648,-77.04294934,1,1D,3.0,302.0,Cluster 2,002704 1,2704.0,Precinct 40
1800 - 1999 BLOCK OF JACKSON STREET NE,38.93015643,-76.97780473,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 70
1800 - 1999 BLOCK OF KEARNY STREET NE,38.9311405,-76.97784502,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 70
1800 - 1999 BLOCK OF LAWRENCE STREET NE,38.9321253,-76.97787989,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 70
1800 - 1999 BLOCK OF NEWTON STREET NE,38.93409777,-76.97795782,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 69
1800 - 1999 BLOCK OF OTIS STREET NE,38.93508671,-76.97799488,5,5B,5.0,504.0,Cluster 22,009400 2,9400.0,Precinct 69
1800 - 2099 BLOCK OF SAVANNAH PLACE SE,38.84941669,-76.97610482,8,8C,7.0,704.0,Cluster 38,007403 1,7403.0,Precinct 116
1800 - 2199 BLOCK OF NORTH CAPITOL STREET,38.91662814,-77.00904171,5,5E,3.0,306.0,Cluster 21,003302 1,3301.0,Precinct 135
1800 - 2199 BLOCK OF U PLACE SE,38.86608843,-76.97748912,8,8A,6.0,607.0,Cluster 34,007605 1,7605.0,Precinct 112
1800 - 2299 BLOCK OF NEW YORK AVENUE NE,38.91728642,-76.97511255,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
1801 - 1828 BLOCK OF HAMLIN STREET NE,38.92771469,-76.97856964,5,5C,5.0,505.0,Cluster 22,011100 2,11100.0,Precinct 72
1801 - 1898 BLOCK OF CALVERT STREET NW,38.92323918,-77.04419435,1,1C,3.0,303.0,Cluster 1,003902 1,3902.0,Precinct 35
1801 - 1899 BLOCK OF 22ND STREET SE,38.86729399,-76.97496728,8,8A,6.0,607.0,Cluster 34,007605 4,7605.0,Precinct 112
1802 - 1899 BLOCK OF 11TH STREET NW,38.91502593,-77.0270355,1,1B,3.0,305.0,Cluster 3,004402 1,4402.0,Precinct 137
1803 - 1816 BLOCK OF RHODE ISLAND AVENUE NE,38.9280402,-76.97828964,5,5C,5.0,505.0,Cluster 22,011100 2,11100.0,Precinct 72
1803 - 1841 BLOCK OF ALABAMA AVENUE SE,38.84794064,-76.97853749,8,8C,7.0,704.0,Cluster 38,007404 1,7404.0,Precinct 117
1805 - 1911 BLOCK OF 23RD STREET SE,38.86730313,-76.97353225,8,8A,6.0,607.0,Cluster 34,007605 4,7605.0,Precinct 112
1805 - 1999 BLOCK OF RHODE ISLAND AVENUE NE,38.92858445,-76.97718164,5,5B,5.0,504.0,Cluster 22,009400 2,11100.0,Precinct 70
1807 - 1899 BLOCK OF MARYLAND AVENUE NE,38.90279218,-76.97687919,5,5D,5.0,507.0,Cluster 23,008903 2,8903.0,Precinct 78
1810 - 1828 BLOCK OF NEW HAMPSHIRE AVENUE NW,38.91473944,-77.03866502,2,2B,3.0,301.0,Cluster 6,004201 3,4201.0,Precinct 141
1810 - 1899 BLOCK OF 3RD STREET NW,38.91511251,-77.01569642,1,1B,3.0,306.0,Cluster 3,003400 3,3400.0,Precinct 20
1810 - 1899 BLOCK OF CAPITOL AVENUE NE,38.91139329,-76.98544333,5,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76
1811 - 1852 BLOCK OF COLUMBIA ROAD NW,38.92170516,-77.04345168,1,1C,3.0,303.0,Cluster 1,004001 1,4001.0,Precinct 25
1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,38.91540968,-77.04630285,1,1C,3.0,303.0,Cluster 1,004002 3,4002.0,Precinct 25
1811 - 1999 BLOCK OF HAMLIN STREET NE,38.92772471,-76.97726967,5,5C,5.0,505.0,Cluster 22,011100 2,11100.0,Precinct 72
1815 - 1999 BLOCK OF BRYANT STREET NE,38.92128753,-76.97715941,5,5C,5.0,505.0,Cluster 22,011100 3,11100.0,Precinct 72
